id	主题1	主题2	主题3
13217	10	3	18
13218	14	24	18
13219	8	20	6
1322	12	21	18
13220	26	1	6
13221	1	2	4
13222	19	18	1
13223	1	22	18
13224	18	13	10
13225	22	19	18
13226	19	13	18
13227	14	18	19
13228	24	14	11
13229	12	6	18
1323	8	18	19
13230	7	6	18
13231	23	8	22
13232	24	14	20
13233	14	18	19
13234	13	22	18
13235	16	20	18
13236	3	24	18
13237	17	18	19
13238	16	18	19
1324	6	18	19
13240	21	9	7
13241	2	21	18
13242	1	18	19
13243	19	18	1
13244	17	3	18
13245	14	21	6
13246	14	18	19
13247	1	18	19
13248	19	3	18
13249	19	18	1
1325	4	2	23
13250	18	12	22
13251	19	18	1
13252	5	14	7
13253	5	18	19
13254	17	19	18
13255	22	15	18
13256	21	24	5
13257	8	10	1
13258	10	16	18
13259	19	11	18
1326	9	20	18
13260	1	16	18
13261	13	18	19
13262	26	11	16
13263	1	18	19
13264	1	23	25
13265	6	22	21
13266	13	18	1
13267	1	21	13
13268	6	19	4
13269	22	9	11
1327	19	18	1
13270	23	17	19
13271	1	18	11
13272	19	13	18
13273	7	12	18
13274	13	18	19
13275	8	25	6
13276	7	2	18
13277	18	19	1
13278	1	18	3
13279	26	25	18
1328	20	25	15
13280	13	5	18
13281	21	15	20
13282	22	19	5
13283	10	19	18
13284	19	8	18
13285	23	19	18
13286	19	11	18
13287	26	18	19
13288	23	1	26
13289	18	7	19
1329	6	26	14
13290	13	7	18
13291	20	26	15
13292	4	6	24
13293	1	18	19
13294	17	6	22
13295	1	18	19
13296	1	24	19
13297	6	1	24
13298	18	5	1
13299	26	18	19
133	11	22	18
1330	19	25	18
13300	26	24	18
13301	18	19	1
13302	26	6	18
13303	16	18	19
13304	25	6	18
13305	20	6	18
13306	18	19	1
13307	18	5	3
13308	19	3	18
13309	20	24	6
1331	19	18	1
13310	19	9	18
13311	20	1	18
13312	18	25	19
13313	6	8	18
13314	21	4	19
13315	19	13	18
13316	1	18	19
13317	11	6	18
13318	18	6	19
13319	3	12	7
1332	14	18	19
13320	12	7	18
13321	10	8	18
13322	2	18	19
13323	7	8	10
13324	2	26	7
13325	13	25	18
13326	20	26	24
13327	7	25	18
13328	5	19	21
13329	22	19	18
1333	24	20	1
13330	26	1	18
13331	25	23	18
13332	25	18	19
13333	16	12	14
13334	26	25	13
13335	1	8	18
13336	20	6	7
13337	2	18	15
13338	14	24	18
13339	18	19	1
1334	19	21	18
13340	18	13	19
13341	3	18	26
13342	5	18	8
13343	18	17	12
13344	1	18	19
13345	1	18	19
13346	8	18	19
13347	9	19	25
13348	13	20	18
13349	4	10	18
1335	21	18	19
13350	14	19	18
13351	1	18	19
13352	19	18	1
13353	17	19	18
13354	18	5	12
13355	26	18	19
13356	5	18	19
13357	2	23	19
13358	1	18	22
13359	14	4	23
1336	19	16	2
13360	13	24	2
13361	7	18	11
13362	18	7	19
13363	12	18	5
13364	19	7	18
13365	10	18	19
13366	20	18	19
13367	26	4	18
13368	14	3	5
13369	6	11	21
1337	7	18	19
13370	24	18	1
13371	1	2	18
13372	26	2	19
13373	9	1	18
13374	1	3	10
13375	6	24	18
13376	10	18	17
13377	19	9	12
13378	5	18	13
13379	15	18	19
1338	1	18	19
13380	11	26	19
13381	7	21	18
13382	1	23	12
13383	19	17	18
13384	1	18	19
13385	13	9	18
13386	18	1	25
13387	6	10	22
13388	5	10	18
13389	10	12	18
1339	1	18	19
13390	26	12	21
13391	22	6	25
13392	24	18	19
13393	8	25	15
13394	8	13	18
13395	18	8	15
13396	19	17	24
13397	14	24	18
13398	1	24	18
13399	21	6	3
134	12	21	18
1340	19	18	1
13400	26	23	18
13401	18	24	19
13402	18	19	1
13403	18	5	19
13404	1	18	19
13405	11	18	16
13406	17	2	22
13407	6	17	18
13408	3	18	20
13409	5	18	19
1341	21	22	5
13410	18	19	1
13411	24	18	13
13412	5	12	8
13413	12	15	18
13414	7	11	18
13415	8	18	19
13416	5	6	18
13417	21	6	18
13418	2	19	1
13419	13	7	18
1342	8	6	18
13420	17	1	8
13421	22	25	6
13422	18	12	14
13423	24	8	7
13424	10	6	18
13426	21	18	19
13427	6	8	21
13428	7	18	19
13429	26	7	8
1343	10	18	19
13430	9	19	7
13431	9	21	18
13432	24	18	19
13433	13	18	19
13434	18	13	5
13435	16	4	18
13436	22	23	19
13437	18	5	25
13438	10	25	26
13439	1	26	18
1344	7	2	18
13440	24	16	18
13441	19	13	3
13442	15	7	18
13443	4	3	10
13444	2	19	18
13445	5	18	3
13446	11	18	6
13447	10	18	19
13448	16	2	9
13449	13	12	14
1345	9	12	18
13450	5	18	19
13451	15	18	19
13452	24	18	19
13453	7	12	18
13454	24	21	13
13455	23	18	3
13456	19	7	18
13457	3	18	19
13458	17	5	18
13459	6	18	19
1346	12	15	18
13460	3	10	18
13461	5	20	18
13462	23	19	18
13463	24	18	19
13464	6	18	10
13465	10	21	18
13466	18	7	10
13467	1	13	18
13469	18	5	1
1347	9	1	18
13470	6	18	19
13471	18	9	19
13472	9	3	16
13473	4	18	19
13474	10	18	19
13475	24	6	18
13476	10	1	8
13477	8	1	18
13478	8	17	23
13479	16	8	18
1348	18	4	6
13480	16	17	13
13481	12	8	18
13482	6	1	18
13483	18	4	20
13484	10	21	18
13485	13	18	19
13486	8	18	19
13487	18	9	6
13488	1	18	19
13489	2	19	16
1349	14	6	24
13490	18	12	19
13491	14	22	18
13492	11	7	18
13493	1	18	14
13494	3	16	15
13495	19	14	18
13496	21	17	9
13497	22	18	19
13498	8	18	19
13499	24	1	18
135	23	1	9
1350	8	25	26
13500	21	18	19
13501	8	1	18
13502	19	8	18
13503	1	5	18
13504	25	18	19
13505	5	18	12
13506	19	25	18
13507	19	15	18
13508	18	4	19
13509	5	13	1
1351	15	19	18
13510	18	7	19
13511	18	7	5
13512	19	24	17
13513	21	2	18
13514	10	19	18
13515	1	18	19
13516	14	22	18
13517	1	18	19
13518	26	23	18
13519	6	17	13
1352	20	19	18
13520	16	13	18
13521	6	25	18
13522	6	3	10
13523	24	18	13
13524	19	17	18
13525	9	18	19
13526	6	18	23
13527	5	4	20
13528	22	6	18
13529	24	19	21
1353	11	6	18
13530	25	15	18
13531	3	18	19
13532	18	7	20
13533	1	18	5
13534	19	9	18
13535	5	19	18
13536	17	24	18
13537	22	18	19
13538	22	14	19
13539	25	18	19
1354	19	18	1
13540	16	19	21
13541	19	8	18
13542	23	7	14
13543	11	1	18
13544	24	4	17
13545	18	7	19
13546	6	18	19
13547	24	9	18
13548	18	19	1
13549	26	6	18
1355	1	8	18
13550	25	8	24
13551	13	3	22
13552	1	18	19
13553	5	8	18
13554	22	19	18
13555	19	20	9
13556	7	18	19
13557	10	14	18
13558	5	18	8
13559	19	14	18
1356	25	8	18
13560	2	21	18
13561	19	26	18
13562	14	3	24
13563	18	21	19
13564	21	12	24
13565	18	26	15
13566	22	18	19
13567	23	17	18
13568	21	18	19
13569	19	18	1
1357	9	18	19
13570	3	18	19
13571	19	8	18
13572	14	25	18
13573	15	2	18
13574	18	7	10
13575	1	18	19
13576	6	26	18
13577	20	18	19
13578	19	23	18
13579	19	12	18
1358	13	8	18
13580	19	23	18
13581	19	23	18
13582	6	18	25
13583	8	18	19
13584	4	10	16
13585	24	18	1
13586	14	1	18
13587	13	21	23
13588	22	24	18
13589	25	10	18
1359	19	12	21
13590	18	19	1
13591	22	10	24
13592	1	18	10
13593	14	18	19
13594	8	13	15
13595	25	22	18
13596	19	4	18
13597	7	18	15
13598	4	18	19
13599	6	3	18
136	11	6	3
1360	2	18	19
13600	4	10	9
13601	6	24	20
13602	22	17	18
13603	19	6	22
13604	4	17	18
13605	19	18	1
13606	18	3	10
13607	11	7	18
13608	5	18	19
13609	19	11	18
1361	19	1	11
13610	6	8	18
13611	19	13	1
13612	3	18	19
13613	24	14	6
13614	1	24	18
13615	19	23	18
13616	20	21	19
13617	3	25	18
13618	1	6	18
13619	6	18	19
1362	23	19	17
13620	15	8	21
13621	12	13	18
13622	1	19	18
13623	5	16	18
13624	23	14	13
13625	7	18	19
13626	25	18	19
13627	7	9	21
13628	18	17	25
13629	22	19	8
1363	15	23	18
13630	19	18	1
13631	8	10	18
13632	22	24	19
13633	17	18	19
13634	17	8	18
13635	19	1	18
13636	25	22	21
13637	26	18	19
13638	5	18	26
13639	24	1	18
1364	24	19	16
13640	21	18	6
13641	13	9	18
13642	3	12	11
13643	17	23	18
13644	12	6	3
13645	2	18	19
13646	17	23	15
13647	24	23	17
13648	18	7	8
13649	10	7	18
1365	2	18	19
13650	8	19	9
13651	25	18	10
13652	5	18	19
13653	15	18	19
13654	19	18	1
13655	26	1	23
13656	14	18	19
13657	14	1	18
13658	18	24	19
13659	24	10	26
1366	21	11	18
13660	7	24	12
13661	18	19	1
13662	14	24	18
13663	21	7	18
13664	11	21	18
13665	15	18	19
13666	21	18	19
13667	8	10	18
13668	14	1	18
13669	26	4	18
1367	15	12	18
13670	1	19	18
13671	22	19	23
13672	14	24	8
13673	24	4	18
13674	3	24	18
13675	24	13	18
13676	16	1	18
13677	26	8	18
13678	18	9	22
13679	25	24	23
1368	1	18	19
13680	14	1	24
13681	13	8	2
13682	19	18	12
13683	25	11	15
13684	20	14	24
13685	2	15	17
13686	21	10	16
13687	1	19	18
13688	25	14	18
13689	1	6	19
1369	26	9	20
13690	9	25	18
13691	19	8	15
13692	20	18	19
13693	17	24	18
13694	26	25	22
13695	17	8	24
13696	13	24	18
13697	5	24	16
13698	1	26	18
13699	19	12	18
137	12	1	24
1370	1	16	20
13700	4	11	21
13701	22	18	19
13702	22	14	18
13703	21	6	4
13704	19	25	8
13705	25	20	18
13706	5	18	19
13707	15	19	18
13708	13	18	19
13709	12	18	5
1371	19	18	1
13710	13	1	20
13711	6	7	18
13712	4	2	18
13713	6	10	18
13714	4	6	22
13716	26	11	18
13717	20	19	18
13718	10	20	5
13719	24	10	19
1372	19	10	18
13720	18	1	8
13721	26	2	18
13722	18	19	1
13723	24	18	19
13724	7	18	25
13725	3	7	18
13726	18	19	7
13727	7	18	19
13728	19	16	18
13729	19	13	18
1373	9	24	21
13730	17	24	18
13731	19	22	6
13732	15	7	8
13733	18	4	19
13734	18	15	12
13735	23	19	24
13736	22	24	1
13738	19	1	17
13739	18	13	21
1374	8	23	12
13740	20	5	1
13741	21	18	19
13742	1	13	9
13743	7	18	19
13744	20	19	18
13745	19	4	26
13746	13	18	19
13747	22	19	18
13748	5	18	19
13749	1	18	19
1375	17	13	18
13750	1	18	19
13751	10	21	22
13752	13	18	25
13753	10	18	16
13754	18	14	19
13755	13	4	18
13756	13	18	19
13757	15	13	19
13758	12	18	6
13759	2	16	26
1376	24	18	19
13760	14	26	6
13761	22	8	14
13762	15	23	11
13763	18	4	3
13764	5	18	21
13766	1	21	18
13767	19	5	17
13768	26	5	18
13769	1	6	18
1377	26	16	2
13770	13	25	18
13771	13	18	15
13772	1	18	19
13773	8	16	13
13774	10	7	18
13775	19	18	1
13776	22	18	19
13777	19	1	18
13778	21	1	24
13779	21	4	12
1378	21	15	18
13780	7	4	18
13781	18	19	1
13782	5	18	19
13783	20	13	18
13784	13	19	18
13785	24	18	19
13786	16	19	2
13787	18	19	1
13788	19	8	4
13789	18	16	1
1379	6	4	18
13790	8	24	18
13791	18	9	10
13792	14	24	18
13793	11	18	19
13794	19	20	18
13795	14	18	2
13796	14	24	2
13798	17	6	18
13799	23	8	18
138	9	22	19
1380	6	8	18
13800	1	18	19
13801	22	19	2
13802	15	18	19
13803	24	21	9
13804	26	1	18
13805	21	25	18
13806	1	18	19
13807	18	24	19
13808	18	19	1
13809	13	19	3
1381	14	24	18
13810	1	18	19
13811	21	18	19
13812	19	18	1
13813	22	18	19
13814	24	10	18
13815	6	18	19
13816	15	12	9
13817	19	10	18
13818	18	8	20
13819	22	18	19
1382	14	16	8
13820	1	13	18
13821	14	18	19
13822	11	24	18
13823	19	10	18
13824	17	19	11
13825	21	18	19
13826	26	18	19
13827	1	2	18
13828	19	7	18
13829	23	26	18
1383	6	24	18
13830	10	19	18
13831	22	18	19
13832	1	18	19
13833	18	11	4
13834	10	24	7
13835	19	10	18
13836	1	26	18
13837	1	13	18
13838	2	15	18
13839	5	18	19
1384	26	19	18
13840	21	4	25
13841	13	15	18
13842	18	19	1
13843	13	18	19
13844	15	2	18
13845	23	17	18
13846	1	5	12
13847	1	18	19
13848	1	13	18
13849	1	14	8
1385	18	10	21
13850	19	18	1
13851	1	18	19
13852	25	22	18
13853	12	19	7
13854	26	10	7
13855	13	20	14
13856	20	9	6
13857	20	18	19
13858	20	3	17
13859	19	22	18
1386	15	16	18
13860	17	18	19
13861	18	6	19
13862	1	7	18
13863	1	22	18
13864	21	4	8
13865	4	15	18
13866	12	18	21
13867	26	23	18
13868	26	20	1
13869	26	13	18
1387	24	12	14
13870	19	18	1
13871	24	18	19
13872	23	26	24
13873	19	7	18
13874	18	26	19
13875	13	3	18
13876	3	18	19
13877	18	19	10
13878	4	24	9
13879	18	6	4
1388	12	1	18
13880	1	18	19
13881	1	26	24
13882	26	6	18
13883	7	18	19
13884	2	19	18
13885	21	18	19
13886	19	3	18
13887	5	26	18
13888	17	19	18
13889	16	18	19
1389	19	7	18
13890	1	19	18
13891	12	18	19
13892	3	11	17
13893	26	18	19
13894	2	18	19
13895	12	8	1
13896	12	18	19
13897	26	25	18
13898	1	18	19
13899	16	18	19
139	11	9	18
1390	2	15	24
13900	1	21	12
13901	19	5	18
13902	8	14	1
13903	11	26	24
13904	18	21	23
13905	26	23	18
13906	12	23	19
13907	19	4	6
13908	3	18	19
13909	1	22	18
1391	8	25	11
13910	20	18	19
13911	20	26	7
13912	10	1	19
13913	3	18	19
13914	2	26	18
13915	6	9	18
13916	6	13	18
13917	26	9	22
13918	18	14	19
13919	1	26	18
1392	8	23	19
13920	18	19	1
13921	10	18	19
13922	18	21	11
13923	9	21	17
13924	19	17	1
13925	2	25	18
13926	16	17	19
13927	19	6	18
13928	19	18	1
13929	19	4	18
1393	14	9	18
13930	10	21	11
13931	18	13	19
13932	19	17	18
13933	10	18	19
13934	5	3	18
13935	22	18	11
13936	21	14	18
13937	24	1	26
13938	12	9	15
13939	21	17	12
1394	8	23	6
13940	11	24	1
13941	26	7	9
13942	5	18	19
13943	6	1	7
13944	1	17	2
13945	23	26	18
13946	17	9	18
13947	12	21	18
13948	25	26	18
13949	26	11	18
1395	15	25	18
13950	8	13	18
13951	19	7	1
13952	18	9	19
13953	8	18	24
13954	4	18	19
13955	17	19	18
13956	18	19	1
13957	18	3	19
13958	6	18	8
13959	21	11	18
1396	7	18	24
13960	19	10	18
13961	24	4	17
13962	14	18	19
13963	7	18	19
13964	24	18	1
13965	1	16	18
13966	24	8	15
13967	7	1	18
13968	15	1	23
13969	5	18	4
1397	19	20	8
13970	18	5	1
13971	25	6	7
13972	3	19	18
13973	26	18	19
13974	26	18	19
13975	19	17	9
13976	4	6	18
13977	19	13	18
13978	23	8	1
13979	26	24	14
1398	9	5	18
13980	22	6	19
13981	19	2	18
13982	10	21	18
13983	24	26	8
13984	6	15	18
13985	19	22	6
13986	19	6	2
13987	4	18	19
13988	25	19	18
13989	10	8	1
1399	2	18	19
13990	19	1	18
13992	19	13	16
13993	22	18	19
13994	24	18	19
13995	19	18	1
13996	21	7	3
13997	19	25	26
13998	18	19	5
13999	15	20	18
14	24	21	12
140	25	1	18
1400	19	12	17
14000	8	22	23
14001	2	12	1
14002	19	6	18
14003	20	18	19
14004	25	14	12
14005	26	19	12
14006	13	24	18
14007	1	18	19
14008	13	19	3
14009	6	4	24
1401	13	18	19
14010	19	7	17
14011	8	6	18
14012	17	19	18
14013	7	18	19
14014	1	18	19
14015	10	18	19
14016	4	18	13
14017	22	19	21
14018	18	12	5
14019	26	18	19
1402	6	8	18
14020	19	25	18
14021	26	23	5
14022	5	25	18
14023	1	18	19
14024	1	13	5
14025	13	6	18
14026	2	11	16
14027	18	21	11
14028	18	13	17
14029	2	15	8
1403	18	10	19
14031	16	1	12
14032	15	14	18
14033	15	18	19
14034	19	12	18
14035	2	18	19
14036	23	26	18
14037	12	9	2
14038	19	18	1
14039	15	18	19
1404	10	12	8
14040	2	18	19
14041	2	18	19
14042	15	19	2
14043	12	9	18
1405	12	9	18
1406	1	11	18
14060	21	18	19
14061	12	15	18
14062	7	18	19
14063	15	8	18
14064	2	21	24
14065	2	18	19
14066	2	18	19
14067	4	15	18
14068	26	19	21
14069	21	18	12
1407	26	18	19
14070	16	18	21
14071	11	5	18
14072	6	26	8
14073	5	23	4
14074	15	21	18
14075	15	19	18
14076	9	19	18
14077	15	5	18
14078	16	21	5
14079	2	19	17
1408	15	8	18
14080	25	15	18
14081	2	18	19
14082	15	17	18
14083	15	9	19
14084	15	23	18
14085	2	18	19
14086	12	15	2
14087	15	7	18
14088	2	21	18
14089	15	19	18
1409	19	18	1
14090	21	18	19
14091	21	7	18
14092	26	7	2
14093	21	18	19
14094	15	1	20
14095	12	23	18
14096	2	18	19
14097	17	18	19
14098	18	11	21
14099	23	19	9
141	19	18	1
1410	4	16	18
14100	21	12	11
14101	15	11	18
14102	2	18	19
14103	15	2	18
14104	18	15	19
14105	2	19	7
14106	15	18	19
14107	9	18	19
14108	2	11	18
14109	5	18	1
1411	21	7	18
14110	11	18	19
14111	5	18	19
14112	11	18	19
14113	21	18	19
14114	19	18	1
14115	15	18	19
14116	11	8	23
14117	5	24	18
14118	2	19	18
14119	1	17	18
1412	2	24	1
14120	22	23	21
14121	2	12	24
14122	18	5	11
14123	10	5	18
14124	12	15	18
14125	15	18	19
14126	21	5	16
14127	21	18	19
14128	21	18	19
14129	5	18	19
1413	18	12	1
14130	2	1	23
14131	15	18	19
14132	12	18	19
14133	21	15	4
14134	15	18	25
1414	1	9	25
1415	15	1	23
14150	4	2	18
14151	21	18	19
14152	15	21	24
14153	21	11	18
14154	7	2	19
14155	15	21	18
14156	10	18	19
14157	19	18	7
14158	2	18	19
14159	21	2	15
1416	24	11	4
14160	21	10	18
14161	5	4	21
14162	2	18	19
14163	26	2	18
14164	2	18	19
14165	2	15	17
14166	2	9	18
14167	24	17	18
14168	9	14	24
14169	21	11	4
1417	19	7	15
14170	11	21	16
14171	15	18	19
14172	21	18	19
14173	15	18	19
14174	12	24	7
14175	15	1	18
14176	4	5	18
14177	16	24	18
14178	12	18	1
14179	24	17	18
1418	14	9	23
14180	11	21	18
14181	21	18	19
14182	2	19	25
14183	2	18	19
14184	2	9	18
14185	21	24	18
14186	15	2	5
14187	10	18	19
14188	10	12	19
14189	15	18	19
1419	4	24	18
14190	15	12	21
14191	15	11	18
14192	12	26	2
14193	2	19	18
14194	5	21	11
14195	1	2	12
14196	1	18	19
14197	1	6	18
14198	11	2	18
14199	16	15	18
142	3	24	18
1420	24	25	15
14200	12	9	18
14201	5	12	21
14203	21	1	18
14204	2	18	19
14205	2	7	22
14206	21	18	19
14207	21	18	19
14208	21	11	18
14209	21	1	24
1421	19	23	18
14210	17	15	18
14211	2	18	19
14212	2	19	18
14213	19	15	18
14214	1	18	19
14215	22	2	25
14216	26	2	4
14217	2	19	18
14218	12	18	19
14219	15	11	18
1422	23	24	18
14220	2	19	4
14221	11	15	4
14222	12	3	18
14223	12	18	19
14224	15	1	18
14225	1	10	18
14226	5	21	18
14227	2	18	19
14228	12	21	18
14229	22	21	1
1423	26	23	6
14230	15	9	18
14231	7	18	19
14232	2	19	12
14233	12	21	18
14234	18	1	4
14235	21	3	18
14236	15	2	19
14237	2	18	19
14238	12	2	18
14239	23	26	18
1424	9	18	19
14240	12	2	15
14241	21	18	19
14242	18	5	19
14243	12	1	18
14244	2	19	17
14245	9	11	15
14246	4	18	19
14247	15	2	18
14248	12	18	19
14249	1	25	11
1425	26	1	18
14250	2	18	19
14251	15	12	23
14252	21	11	24
14253	5	18	19
14254	12	18	19
14255	2	15	4
14256	26	14	18
14257	16	12	15
14258	11	18	19
14259	15	8	18
1426	17	9	21
14260	18	12	15
14261	5	12	18
14262	15	2	11
14263	2	12	1
14264	22	19	18
14265	9	18	19
14266	9	19	11
14267	21	5	18
14268	4	18	19
14269	12	18	19
1427	26	18	13
14270	26	2	18
14271	2	1	18
14272	21	5	18
14273	17	15	18
14274	15	18	19
14275	21	12	18
14276	26	23	18
14277	2	4	11
14278	12	15	18
14279	23	26	19
1428	9	17	18
14280	16	2	9
14281	5	18	12
14282	12	15	2
14283	2	13	18
14284	2	18	19
14285	4	15	18
14286	21	5	18
14287	23	19	15
14288	2	11	15
14289	26	18	19
1429	20	19	18
14290	23	6	15
14291	2	21	18
14292	2	4	18
14293	12	18	4
14294	2	15	24
14295	21	18	19
14296	12	3	16
14297	15	23	18
14298	2	18	19
14299	5	12	14
143	2	18	19
1430	22	6	18
14300	26	18	19
14301	2	19	18
14302	1	12	18
14303	12	18	19
14304	21	18	19
14305	5	18	19
14306	21	18	19
14307	12	11	1
14308	15	21	18
14309	2	23	18
1431	11	24	18
14310	21	2	18
14311	15	2	26
14312	1	4	24
14313	5	21	4
14314	19	1	18
14315	11	2	18
14316	18	15	19
14317	25	1	15
14318	2	25	1
14319	15	18	19
1432	20	14	18
14320	21	4	12
14321	11	2	3
14322	18	11	19
14323	15	6	5
14324	2	18	19
14325	22	15	18
14326	10	11	2
14327	5	18	19
14328	10	4	15
14329	14	19	25
1433	17	18	19
14330	15	12	13
14331	21	18	19
14332	21	18	19
14333	2	15	23
14334	24	17	18
14335	9	2	21
14336	10	6	18
14337	2	19	18
14338	10	15	17
14339	15	10	6
1434	9	14	6
14340	21	12	19
14341	23	2	24
14342	2	12	18
14343	12	18	19
14344	24	1	18
14345	2	1	18
14346	2	15	19
14347	2	22	18
14348	4	15	21
14349	21	18	19
1435	18	19	1
14350	16	18	21
14351	15	8	23
14352	1	20	24
14353	12	18	19
14354	21	3	16
14355	16	18	19
14356	15	18	19
14357	12	1	18
14358	2	18	19
14359	2	18	19
1436	2	19	18
14360	15	12	18
14361	11	5	7
14362	17	23	18
14363	2	18	19
14364	18	11	19
14365	1	23	18
14366	15	26	18
14367	2	18	19
14368	25	15	1
14369	2	16	18
14370	14	8	18
14371	15	17	6
14372	18	5	23
14373	5	12	21
14374	2	22	18
14375	2	5	18
14376	2	26	18
14377	15	21	23
14378	23	26	18
14379	12	24	18
1438	24	8	18
14380	15	7	18
14381	2	19	20
14382	15	23	19
14383	15	2	18
14384	2	18	19
14385	1	15	18
14386	2	23	19
14387	15	18	19
14388	15	12	2
14389	15	18	19
1439	20	24	17
14390	15	2	18
14391	1	16	10
14392	26	18	19
14393	8	15	6
14394	23	12	1
14395	16	21	18
14396	2	24	16
14397	2	15	18
14398	2	26	18
14399	15	19	18
144	19	10	18
1440	25	1	18
14400	15	11	18
14401	15	18	19
14402	22	5	17
14403	2	18	19
14404	12	15	21
14405	8	4	10
14406	26	24	18
14407	2	4	18
14408	6	11	19
1441	6	24	18
14410	21	18	10
14411	2	18	19
14412	9	18	19
14413	2	1	18
14414	20	26	23
14415	26	18	19
14416	19	2	21
14417	26	12	18
14418	2	7	23
14419	3	11	18
1442	22	18	19
14420	2	22	18
14421	15	19	10
14422	15	2	18
14423	2	18	19
14424	5	18	19
14425	15	10	18
14426	15	18	19
14427	15	18	19
14428	11	15	13
14429	21	20	18
1443	2	15	18
14430	5	3	18
14431	1	2	24
14432	2	12	9
14433	7	15	21
14434	11	20	18
14435	15	19	21
14436	21	4	18
14437	12	2	19
14438	12	26	18
14439	22	2	5
1444	26	24	12
14440	4	2	18
14441	5	26	2
14442	23	18	19
14443	2	18	19
14444	26	2	17
14445	22	2	19
14446	15	21	2
14447	5	18	19
14449	2	15	12
1445	10	18	19
14450	21	19	18
14452	15	24	18
14453	23	2	6
14454	1	25	16
14455	2	18	19
14456	2	26	18
14457	15	2	18
14458	21	2	18
14459	17	4	18
1446	24	21	19
14460	26	23	18
14461	15	12	18
14462	2	18	19
14463	2	18	19
14464	2	25	18
14465	1	9	24
14466	2	15	18
14467	23	1	18
14468	1	2	18
14469	15	18	16
1447	9	17	18
14470	2	18	19
14471	2	7	26
14472	2	18	19
14473	2	18	19
14474	15	4	18
14475	2	1	18
14476	1	2	18
14477	2	17	19
14478	2	23	25
14479	15	12	16
1448	25	6	15
14480	2	17	18
14481	22	19	23
14482	12	2	16
14483	15	18	19
14484	2	19	18
14485	2	19	18
14486	2	19	13
14487	22	21	2
14488	15	2	18
14489	15	5	19
1449	19	20	18
14490	21	18	19
14491	17	18	19
14492	2	18	19
14493	2	12	18
14494	4	7	21
14495	26	18	19
14496	2	10	19
14497	11	18	19
14498	5	18	24
14499	2	16	18
145	24	18	12
1450	20	25	24
14500	5	4	9
14501	21	18	19
14502	10	5	15
14503	4	9	18
14504	22	24	23
14505	2	14	18
14506	19	1	11
14507	5	18	19
14508	16	1	20
14509	2	18	19
1451	23	26	19
14510	2	20	18
14512	2	15	7
14513	17	21	18
14514	2	18	19
14515	2	18	19
1452	9	7	22
1453	23	19	18
14530	15	19	18
14531	19	12	17
14532	2	23	18
14533	2	10	19
14535	2	4	18
14536	15	23	18
14537	2	23	18
14538	11	21	1
14539	2	18	19
1454	6	18	19
14540	2	18	19
14541	1	12	17
14542	2	7	18
14543	4	26	18
14544	5	18	12
14545	2	16	18
14546	2	1	18
14547	21	25	2
14548	15	2	21
14549	2	18	19
1455	3	21	18
14550	19	2	18
14551	17	1	16
14552	5	18	11
14553	5	18	11
14554	2	18	19
14555	4	1	9
14556	9	24	2
14557	26	5	18
14558	12	8	18
14559	12	21	18
1456	13	1	18
14560	11	15	18
14561	9	1	19
14562	4	21	18
14563	12	8	23
14564	5	11	25
14565	26	24	2
14566	4	1	19
14567	4	15	8
14568	4	18	19
14569	26	22	2
1457	12	10	9
14570	15	18	19
14571	22	24	6
14572	11	18	19
14573	15	21	18
14574	4	11	24
14575	2	17	5
14576	4	21	13
14577	2	19	18
14578	21	19	1
14579	2	16	19
1458	14	18	19
14580	4	5	18
14581	4	10	9
14582	10	4	19
14583	11	2	19
14584	2	12	9
14585	17	5	2
14586	12	19	18
14587	4	2	18
14588	2	24	21
14589	2	21	18
1459	8	23	24
14590	23	21	9
14591	2	15	18
14592	12	18	15
14593	23	12	4
14594	15	4	24
14595	2	26	18
14596	2	7	18
14597	2	1	18
14598	12	2	18
14599	21	11	2
146	23	19	15
1460	26	11	19
14600	2	16	18
14601	12	18	19
14602	2	20	7
14603	1	2	18
14604	5	18	19
14605	2	5	13
14606	26	23	18
14607	4	18	19
14608	2	18	19
14609	2	18	19
1461	19	18	1
14610	23	15	1
14611	2	15	24
14612	12	18	19
14613	22	19	15
14614	4	17	10
14615	21	18	15
14616	12	2	8
14617	1	19	21
14618	2	9	1
14619	15	21	18
1462	19	17	15
14620	21	25	18
14621	26	18	19
14622	15	21	14
14623	5	20	8
14624	2	18	19
14625	17	23	19
14626	12	18	19
14627	15	19	21
14628	2	16	18
14629	2	14	24
1463	21	11	18
14630	2	15	8
14632	2	16	18
14633	2	18	19
14634	15	18	19
14635	2	8	18
14636	12	15	24
14637	23	15	12
14638	12	18	19
14639	17	1	4
1464	1	21	18
14640	16	2	18
14641	2	18	19
14642	2	18	19
14643	2	18	19
14644	2	18	19
14645	10	19	21
14646	12	23	15
14647	5	18	21
14648	5	18	11
14649	23	1	12
1465	25	24	6
14650	24	1	2
14651	15	21	18
14652	23	21	18
14653	2	25	17
14654	2	26	18
14655	2	21	18
14656	16	4	18
14657	19	22	14
14658	2	18	19
14659	21	2	19
1466	1	12	18
14660	2	18	19
14661	2	24	18
14662	2	7	21
14663	5	18	19
14664	12	24	18
14665	12	26	1
14666	4	26	18
14667	12	18	19
14668	18	12	1
14669	2	11	18
1467	20	11	18
14670	2	19	12
14671	2	24	14
14672	12	15	23
