id	主题1	主题2	主题3
1808	2	22	18
18080	11	2	18
18081	2	26	18
18082	7	26	25
18083	22	2	18
18084	12	21	25
18085	12	2	9
18086	2	26	19
18087	2	26	18
18088	5	18	12
1809	8	23	25
181	11	18	19
1810	19	23	18
1811	1	18	2
1812	8	18	19
1813	25	1	18
1814	13	18	19
1815	14	1	3
1816	19	18	1
1817	20	1	18
1818	2	26	18
1819	11	2	9
182	21	15	18
1820	26	8	18
1821	12	26	2
1822	24	4	18
1823	24	1	9
1824	11	8	18
1825	8	18	4
1826	8	25	18
1827	2	21	18
1828	21	6	18
1829	1	23	18
183	18	7	24
1830	24	18	19
1831	9	23	18
1832	24	26	1
1833	26	23	7
1834	8	1	14
1835	19	7	26
1836	4	18	6
1837	9	2	18
1838	8	14	18
1839	10	13	6
184	20	26	18
1840	15	7	6
1841	8	1	18
1842	19	25	2
1843	19	13	2
1844	10	18	19
1845	10	24	18
1846	8	18	10
1847	19	24	6
1848	19	18	1
1849	18	19	1
185	19	12	18
1850	7	25	18
1851	19	6	1
1852	13	6	18
1853	18	13	25
1854	18	26	1
1855	7	18	19
1856	21	19	15
1857	19	20	26
1858	18	9	6
1859	15	19	18
186	24	18	19
1860	8	7	18
1861	14	1	18
1862	1	25	18
1863	25	6	4
1864	4	18	19
1865	8	4	25
1866	9	17	18
1867	9	25	13
1868	6	14	19
1869	25	11	26
187	21	24	18
1870	1	18	19
1871	11	13	24
1872	19	16	18
1873	8	18	19
1874	25	14	15
1875	10	21	18
1876	25	14	21
1877	23	18	19
1878	1	18	19
1879	2	4	6
188	21	15	19
1880	11	10	1
1881	17	19	18
1882	9	25	18
1883	20	3	24
1884	8	18	19
1885	18	6	17
1886	1	23	18
1887	18	20	19
1888	14	8	18
1889	23	15	18
189	18	19	26
1890	19	18	1
1891	18	19	1
1892	14	8	18
1893	1	2	8
1894	16	18	19
1895	21	18	19
1896	12	19	21
1897	8	18	19
1898	6	24	11
1899	23	11	17
19	24	3	18
190	19	25	18
1900	16	18	25
1901	13	18	19
1902	25	13	8
1903	24	26	18
1904	6	20	18
1905	17	6	19
1906	11	21	18
1907	17	23	18
1908	4	19	18
1909	23	8	18
191	19	4	1
1910	15	25	18
1911	8	18	19
1912	1	18	19
1913	17	4	18
1914	26	12	18
1915	8	25	1
1916	21	11	18
1917	1	8	18
1918	8	23	18
1919	19	8	18
192	14	18	19
1920	25	18	19
1921	23	1	18
1922	18	22	6
1923	13	12	18
1924	21	8	25
1925	15	19	18
1926	9	13	6
1927	8	18	19
1928	25	9	18
1929	15	19	9
193	8	23	6
1930	14	7	18
1931	2	18	19
1932	8	23	18
1933	2	18	19
1934	2	19	18
1935	1	18	19
1936	2	16	18
1937	17	25	19
1938	14	8	18
1939	20	10	18
194	10	3	18
1940	11	20	18
1941	6	9	18
1942	18	1	19
1943	25	18	19
1944	8	15	10
1945	8	20	18
1946	1	16	18
1947	9	24	21
1948	2	4	18
1949	20	21	18
195	6	4	18
1950	1	20	18
1951	23	12	24
1952	8	12	1
1953	24	22	6
1954	6	19	18
1955	9	12	18
1956	21	18	19
1957	10	24	18
1958	8	18	19
1959	17	8	18
196	11	8	18
1960	26	2	15
1961	25	8	11
1962	8	18	19
1963	20	17	18
1964	18	25	19
1965	13	19	18
1966	20	1	18
1967	18	12	19
1968	25	19	18
1969	18	11	14
197	25	8	26
1970	4	6	18
1971	7	15	6
1972	1	18	19
1973	8	14	18
1974	15	19	8
1975	10	18	19
1976	5	1	24
1977	14	18	8
1978	24	8	15
1979	7	24	6
198	8	18	10
1980	8	24	18
1981	4	10	18
1982	19	17	18
1983	26	8	22
1984	12	9	23
1985	21	15	19
1986	18	3	19
1987	25	18	19
1988	13	11	20
1989	13	22	18
199	19	18	1
1990	4	18	19
1991	22	18	19
1992	23	19	18
1993	21	10	18
1994	8	18	19
1995	24	6	10
1996	6	16	19
1997	9	19	18
1998	24	6	18
1999	21	14	18
2	17	19	24
20	15	1	19
200	17	24	22
2000	21	18	19
2001	13	9	18
2002	9	18	10
2003	15	11	18
2004	21	18	3
2005	4	21	8
2006	18	11	19
2007	4	2	23
2008	25	12	11
2009	25	6	24
201	24	4	21
2010	7	10	6
2011	8	11	18
2012	9	1	18
2013	20	7	6
2014	25	3	18
2015	24	19	18
2016	3	18	19
2017	4	18	8
2018	26	7	12
2019	15	9	8
202	21	18	19
2020	14	18	19
2021	24	21	18
2022	2	18	19
2023	12	19	9
2024	26	9	18
2025	14	18	19
2026	2	18	19
2027	9	24	1
2028	1	11	18
2029	24	18	19
203	13	26	18
2030	21	7	18
2031	13	19	20
2032	6	18	19
2033	12	24	15
2034	19	8	18
2035	12	18	19
2036	25	13	1
2037	15	2	18
2038	1	9	15
2039	15	19	18
204	18	26	20
2040	15	17	18
2041	15	18	19
2042	1	10	6
2043	4	6	21
2044	7	6	18
2045	10	19	22
2046	4	14	3
2047	17	19	18
2048	1	4	19
2049	21	15	5
205	6	18	19
2050	18	11	19
2051	12	21	6
2052	7	2	25
2053	18	3	19
2054	9	24	20
2055	14	18	19
2056	15	2	18
2057	26	16	18
2058	14	9	18
206	9	18	19
2060	19	20	3
2061	18	24	19
2062	16	19	8
2063	15	1	18
2064	9	24	18
2065	10	6	18
2066	15	1	9
2067	9	20	15
2068	15	6	18
2069	18	3	19
207	11	14	8
2070	18	4	19
2071	9	4	18
2072	8	18	19
2073	9	18	24
2074	9	18	19
2075	9	18	19
2076	9	18	19
2077	9	18	19
2078	1	4	17
2079	3	18	25
208	6	24	18
2080	3	18	21
2081	18	12	19
2082	15	2	18
2083	25	6	18
2084	25	8	18
2085	24	14	18
2086	9	18	4
2087	10	11	15
2088	14	8	18
2089	12	16	18
209	13	19	3
2090	25	8	21
2091	15	8	19
2092	2	9	22
2093	17	4	18
2094	3	20	18
2095	12	21	18
2096	16	19	23
2097	17	15	8
2098	14	8	18
2099	25	2	9
21	18	4	19
210	11	18	24
2100	16	18	19
2101	5	12	6
2102	13	19	18
2103	17	18	19
2104	17	2	19
2105	18	8	19
2106	21	18	19
2107	13	25	18
2108	24	25	14
2109	8	10	6
211	18	19	1
2110	8	24	18
2111	18	19	1
2112	15	18	19
2113	19	18	1
2114	18	14	10
2115	14	1	25
2116	9	24	18
2117	12	1	18
2118	25	2	15
2119	2	9	18
212	9	15	23
2120	9	18	19
2121	3	13	1
2122	13	10	25
2123	6	18	10
2124	20	18	19
2125	19	15	18
2126	13	18	19
2127	15	4	18
2128	14	19	18
2129	18	24	19
213	19	6	18
2130	9	15	18
2131	25	18	19
2132	18	8	19
2133	4	1	18
2134	13	18	19
2135	18	24	19
2136	23	19	25
2137	8	4	18
2138	4	19	18
2139	6	2	7
214	21	20	18
2140	22	19	18
2141	25	19	12
2142	12	15	18
2143	18	21	7
2144	8	23	18
2145	13	18	19
2146	8	14	23
2147	12	6	18
2148	11	1	18
2149	19	26	18
215	18	8	19
2150	12	9	18
2151	23	19	8
2152	18	5	19
2153	25	10	1
2154	17	18	19
2155	8	19	23
2156	7	18	19
2157	4	18	19
2158	25	1	18
2159	24	18	19
216	14	18	19
2160	10	8	18
2161	13	18	19
2162	21	18	19
2163	25	8	19
2164	17	18	19
2165	18	6	4
2166	6	18	19
2167	6	18	19
2168	4	6	3
2169	18	6	19
217	11	18	19
2170	18	25	6
2171	12	25	18
2172	26	20	18
2173	8	18	19
2174	10	4	8
2175	8	18	19
2176	4	18	19
2177	3	24	4
2178	25	24	18
2179	7	3	18
218	12	9	1
2180	15	24	18
2181	6	26	18
2182	16	10	25
2183	15	18	19
2184	6	20	18
2185	25	19	24
2186	23	6	18
2187	8	1	18
2188	14	4	25
2189	20	18	19
219	11	18	19
2190	8	19	18
2191	25	18	19
2192	4	6	14
2193	25	1	24
2194	24	13	8
2195	19	23	18
2196	4	18	15
2197	24	18	22
2198	25	18	19
2199	8	24	18
22	18	12	9
220	1	18	5
2200	22	5	18
2201	22	25	18
2202	17	2	23
2203	25	18	19
2204	15	18	7
2205	18	19	1
2206	4	6	18
2207	17	21	26
2208	20	18	19
2209	10	21	19
221	11	23	18
2211	11	4	18
2212	1	20	18
2213	8	24	16
2214	8	18	19
2215	6	25	10
2216	11	18	19
2217	25	19	18
2218	1	12	15
2219	18	3	21
222	11	24	21
2220	19	23	18
2221	22	17	18
2222	21	18	19
2223	18	13	19
2224	12	18	19
2225	22	24	25
2226	9	21	18
2227	19	18	1
2228	17	18	19
2229	14	8	18
223	23	15	19
2230	8	18	19
2231	21	18	19
2232	9	2	5
2233	12	20	10
2234	8	18	19
2235	25	18	19
2236	15	21	18
2237	25	2	18
2238	25	9	19
2239	24	18	19
224	12	1	15
2240	1	18	19
2241	11	19	18
2242	15	12	9
2243	20	18	19
2244	6	14	18
2245	15	18	19
2246	10	12	18
2247	18	4	19
2248	6	25	24
2249	11	18	21
225	18	19	1
2250	1	18	19
2251	25	23	17
2252	24	18	19
2253	8	18	19
2254	17	24	18
2255	23	2	17
2256	12	18	9
2257	7	22	14
2258	12	18	20
2259	10	18	8
2260	1	15	18
2261	7	24	13
2262	8	24	18
2263	23	18	19
2264	22	18	19
2265	20	18	19
2266	17	19	18
2267	11	24	18
2268	1	25	18
2269	12	15	18
227	24	20	18
2270	25	1	19
2271	4	18	19
2272	25	2	18
2273	18	10	1
2274	13	4	10
2275	8	11	23
2276	15	18	19
2277	19	6	18
2278	8	24	18
2279	8	24	18
228	21	4	12
2280	24	18	25
2281	5	19	6
2282	8	18	19
2283	2	12	16
2284	19	18	1
2285	2	18	19
2286	25	8	18
2287	21	8	15
2288	8	18	19
2289	8	15	1
229	2	18	19
2290	25	11	19
2291	1	3	26
2292	3	18	19
2293	4	15	18
2294	25	18	19
2295	18	3	19
2296	15	8	19
2297	8	18	19
2298	19	26	25
2299	7	4	18
23	2	18	19
230	8	18	19
2300	9	18	19
2301	10	26	18
2302	21	3	18
2303	8	14	18
2304	6	13	18
2305	25	9	18
2306	9	16	8
2307	25	13	18
2308	15	18	19
2309	19	18	13
231	24	25	18
2310	4	11	18
2311	15	4	18
2312	18	14	19
2313	1	18	19
2314	23	8	24
2315	8	21	18
2316	19	23	18
2317	19	8	18
2318	17	24	18
2319	2	20	10
232	24	15	18
2320	4	8	18
2321	2	18	19
2322	15	18	19
2323	25	19	18
2324	19	8	18
2325	25	18	6
2326	15	12	2
2327	25	20	18
2328	4	18	19
2329	4	10	15
233	14	18	19
2330	13	19	18
2331	2	18	19
2332	25	14	18
2333	6	8	20
2334	25	9	11
2335	16	24	18
2336	25	18	19
2337	24	21	18
2338	8	18	24
2339	8	10	21
234	21	6	18
2340	19	2	25
2341	13	1	18
2342	2	8	15
2343	11	24	18
2344	26	17	18
2345	24	18	19
2346	25	24	2
2347	8	24	18
2348	26	6	18
2349	15	4	18
235	19	14	18
2350	15	9	19
2351	8	7	10
2352	25	18	19
2353	8	18	19
2354	19	8	18
2355	23	19	14
2356	1	18	19
2357	14	25	10
2358	1	2	18
2359	2	15	19
236	19	13	18
2360	15	24	18
2361	8	18	19
2362	24	9	18
2363	25	23	18
2364	7	18	19
2365	15	18	19
2366	15	22	18
2367	14	18	25
2368	14	8	18
2369	15	25	18
237	17	18	19
2370	19	2	15
2371	11	16	14
2372	9	20	18
2373	25	7	8
2374	3	7	18
2375	19	21	18
2376	18	19	1
2377	6	18	19
2378	20	18	19
2379	18	21	4
238	1	12	23
2380	23	19	18
2381	25	18	19
2382	3	15	4
2383	4	18	19
2384	2	7	18
2385	8	9	18
2386	20	13	18
2387	4	18	19
2388	17	3	18
2389	2	15	12
239	22	24	16
2390	6	3	18
2391	12	21	18
2392	4	14	18
2393	8	14	1
2394	10	12	18
2395	25	26	22
2396	8	24	17
2397	8	3	18
2398	12	18	19
2399	12	15	2
24	16	18	19
240	9	20	18
2400	8	14	18
2401	26	25	18
2402	26	25	24
2403	3	18	19
2404	9	18	19
2405	9	21	18
2406	21	11	24
2407	20	6	18
2408	6	8	18
2409	8	25	18
241	19	22	18
2410	21	18	1
2411	18	10	19
2412	7	18	19
2413	25	2	18
2414	24	14	18
2415	3	4	18
2416	8	24	18
2417	9	20	23
2418	14	8	18
2419	8	18	19
242	5	26	1
2420	6	11	18
2421	24	3	18
2422	25	12	2
2423	2	22	18
2424	23	17	19
2425	14	2	8
2426	4	6	18
2427	9	19	21
2428	13	24	11
2429	12	9	18
243	4	18	19
2430	25	15	19
2431	23	25	18
2432	24	21	13
2433	2	18	19
2434	11	16	18
2435	24	18	17
2436	2	20	26
2437	1	18	19
2438	15	18	19
2439	8	18	19
244	2	19	18
2440	8	12	19
2441	1	26	25
2442	26	15	18
2443	18	19	1
2444	17	16	18
2445	2	18	19
2446	8	14	25
2447	8	1	6
2448	8	23	18
2449	14	6	18
245	19	18	1
2450	24	18	19
2451	25	2	12
2452	21	25	11
2453	1	18	13
2454	8	20	18
2455	12	21	2
2456	15	8	18
2457	21	5	26
2458	21	19	18
2459	25	24	13
246	18	24	19
2460	1	4	18
2461	18	8	26
2462	14	16	1
2463	1	18	8
2464	7	25	17
2465	25	24	18
2466	18	8	19
2467	18	8	12
2468	25	24	18
2469	19	21	18
247	18	24	19
2470	18	8	10
2471	21	6	18
2472	8	18	19
2473	6	21	18
2474	25	15	18
2475	25	26	14
2476	9	18	19
2477	9	26	25
2478	9	24	18
2479	9	18	19
248	14	24	18
2480	2	19	18
2481	6	12	18
2482	18	10	19
2483	9	18	20
2484	8	18	19
2485	10	14	23
2486	23	10	24
2487	17	18	19
2488	21	19	5
2489	4	21	18
249	5	1	19
2490	25	11	18
2491	9	22	18
2492	15	18	19
2493	11	24	2
2494	19	23	18
2495	25	18	19
2496	20	26	16
2497	6	14	16
2498	1	18	19
2499	20	18	19
25	4	18	1
250	17	18	19
2500	25	1	17
2501	4	2	18
2502	11	18	19
2503	22	6	21
2504	25	18	19
2505	25	2	18
2506	22	19	7
2507	4	25	20
2508	17	6	19
2509	24	20	18
251	12	15	18
2510	15	18	19
2511	19	6	25
2512	24	6	18
2513	4	20	18
2514	10	18	19
2515	21	10	24
2516	21	7	18
2517	10	11	6
2518	8	23	9
2519	19	17	18
252	24	18	14
2520	24	20	18
2521	9	21	18
2522	2	17	18
2523	6	8	18
2524	10	18	19
2525	20	18	19
2526	11	24	8
2527	10	18	19
2528	18	7	19
2529	10	18	19
253	9	18	19
2530	23	19	14
2531	21	12	18
2532	10	8	24
2533	19	9	18
2534	21	18	19
2535	20	19	4
2536	16	21	6
2537	25	18	2
2538	19	18	1
2539	8	18	19
254	17	18	19
2540	24	18	19
2541	16	24	18
2542	2	19	18
2543	8	24	14
2544	14	8	15
2545	21	8	22
2546	14	18	19
2547	15	3	21
2548	18	19	1
2549	18	16	6
255	8	14	16
2550	25	18	19
2551	17	2	18
2552	25	6	18
2553	13	18	6
2554	16	23	8
2555	15	18	19
2556	8	24	18
2557	8	18	19
2558	20	2	26
2559	6	24	23
256	25	24	3
2560	23	19	18
2561	19	23	17
2562	20	18	4
2563	20	2	18
2564	17	19	16
2565	17	18	19
2566	9	12	2
2567	12	18	19
2568	16	15	18
2569	2	18	19
257	7	21	2
2570	9	10	19
2571	15	18	19
2572	15	18	19
2573	4	6	17
2574	18	8	7
2575	2	18	19
2576	16	15	23
2577	14	25	18
2578	4	1	18
2579	20	18	19
258	10	13	1
2580	18	3	12
2581	9	6	15
2582	17	23	19
2583	12	1	2
2584	8	15	18
2585	18	24	1
2586	21	15	11
2587	8	23	19
2588	24	8	18
2589	14	4	1
259	24	17	18
2590	15	12	25
2591	2	12	18
2592	19	25	18
2593	18	5	15
2594	10	23	19
2595	26	9	18
2596	19	11	2
2597	12	24	10
2598	18	14	19
2599	26	16	3
26	6	20	18
260	19	21	18
2600	20	1	18
2601	4	1	17
2602	12	18	19
2603	25	23	18
2604	19	4	17
2605	25	26	18
2606	7	6	11
2607	8	14	6
2608	9	1	18
2609	20	1	18
261	24	13	6
2610	25	4	15
2611	10	18	19
2612	15	8	18
2613	25	8	15
2614	17	23	13
2615	20	23	18
2616	21	2	7
2617	23	8	24
2618	7	1	10
2619	1	18	19
262	19	15	21
2620	25	18	19
2621	21	24	1
2622	24	18	19
2623	14	24	18
2624	9	18	19
2625	9	17	18
2626	24	21	3
2627	12	4	2
2628	25	8	21
2629	8	19	14
263	9	23	18
2630	23	8	18
2631	6	5	14
2632	11	20	7
2633	13	18	19
2634	17	4	18
2635	8	25	26
2637	18	4	19
2638	22	15	18
2639	25	11	24
264	11	14	8
2640	21	10	17
2641	6	20	18
2642	10	22	18
2643	6	8	18
2644	10	18	19
2645	12	18	19
2646	20	26	5
2647	2	15	18
2648	2	12	18
2649	12	26	18
265	6	18	19
2650	8	18	21
2651	14	23	18
2652	24	10	5
2653	13	9	18
2654	8	15	1
2655	20	6	26
2656	21	15	4
2657	19	2	18
2658	20	6	5
2659	18	7	4
266	20	19	18
2660	4	19	7
2661	14	24	18
2662	26	2	19
2663	15	1	18
2664	8	25	18
2665	19	7	18
2666	4	19	6
2667	2	19	18
2668	22	24	7
2669	7	18	19
267	25	9	18
2670	23	25	8
2671	11	8	6
2672	4	16	9
2673	25	18	19
2674	14	19	26
2675	22	24	18
2676	2	18	19
2677	25	2	18
2678	1	8	24
2679	26	9	18
268	19	6	18
2680	9	10	18
2681	23	12	18
2682	8	14	18
2683	15	8	18
2684	25	14	8
2685	14	18	19
2686	14	18	19
2687	1	12	18
2688	12	6	20
2689	7	10	18
269	19	17	18
2690	8	18	19
2691	15	18	19
2692	12	26	4
2693	2	19	24
2694	21	8	18
2695	4	20	18
2696	14	18	19
2697	11	25	18
2698	18	24	19
2699	3	20	18
27	18	16	10
270	12	6	26
2700	14	8	18
2701	19	23	6
2702	26	18	19
2703	9	25	18
2704	18	7	3
2705	7	4	25
2706	20	3	18
2707	16	5	18
2708	25	6	4
2709	1	19	6
271	24	13	26
2710	11	2	18
2711	15	9	18
2712	18	12	7
2713	18	23	19
2714	25	8	18
2715	18	21	19
2716	7	18	19
2717	9	7	25
2718	10	25	18
2719	25	9	18
272	15	19	18
2720	11	15	18
2721	8	1	18
2722	1	9	18
2723	20	9	11
2724	24	18	19
2725	26	25	2
2726	2	19	18
2727	6	14	20
2728	12	10	18
2729	1	19	18
273	9	7	18
2730	24	18	19
2731	17	18	19
2732	10	9	18
2733	8	18	19
2734	8	1	24
2735	14	8	15
2736	1	10	4
2737	2	15	26
2738	8	14	18
2739	8	11	18
274	19	18	1
2740	6	10	18
2741	25	4	18
2742	19	13	8
2743	26	18	19
2744	8	15	21
2745	5	16	10
2746	26	9	2
2747	8	24	26
2748	15	18	19
2749	14	19	18
275	13	1	18
2750	14	18	19
2751	14	18	19
2752	18	24	21
2753	18	1	21
2754	10	2	24
2755	12	2	18
2756	22	7	18
2757	21	15	10
2758	18	9	10
2759	19	12	18
276	18	14	19
2760	18	14	7
2761	19	15	6
2762	9	26	18
2763	23	25	8
2764	23	4	18
2765	23	17	24
2766	25	24	19
2767	12	19	24
2768	8	14	4
2769	1	18	19
277	14	24	1
2770	15	19	18
2771	16	18	24
2772	12	18	19
2773	25	6	18
2774	19	9	18
2775	8	18	19
2776	24	8	14
2777	1	7	18
2778	1	18	19
2779	24	18	1
278	24	25	6
2780	18	24	21
2781	1	20	18
2782	4	2	15
2783	2	19	18
2784	8	26	25
2785	19	15	18
2786	8	18	19
2787	6	1	9
2788	10	25	19
2789	9	19	5
279	2	18	19
2790	24	25	18
2791	20	5	18
2792	17	18	19
2793	3	21	19
2794	1	7	18
2795	1	20	24
2796	1	25	18
2797	15	18	8
2798	15	24	18
2799	8	1	18
28	7	14	24
280	21	18	3
2800	15	18	19
2801	24	23	18
2802	24	8	18
2804	8	6	18
2805	18	6	3
2806	1	18	19
2807	11	24	18
2808	22	18	19
2809	11	18	19
281	6	19	21
2810	2	18	19
2811	18	21	19
2812	24	8	18
2813	2	9	18
2814	17	15	6
2815	18	19	1
2816	9	25	18
2817	25	18	19
2818	15	19	18
2819	18	19	1
282	8	23	16
2820	6	18	19
2821	18	6	19
2822	17	18	19
2823	17	22	15
2824	17	19	2
2825	15	23	1
2826	1	16	24
2827	8	24	6
2828	24	23	18
2829	24	1	6
283	8	6	18
2830	25	6	23
2831	25	18	19
2832	8	18	19
2833	18	8	19
2834	18	9	19
2835	4	6	23
2836	26	25	18
2837	14	12	24
2838	8	7	1
2839	12	2	18
284	19	25	23
2840	2	19	18
2841	12	21	9
2842	1	13	22
2843	19	17	25
2844	26	18	19
2845	24	4	9
2846	24	4	9
2847	15	19	24
2848	18	8	9
2849	9	24	18
285	9	18	19
2850	2	18	19
2851	25	9	1
2852	22	17	18
2853	7	4	15
2854	25	20	18
2855	25	10	19
2856	20	11	18
2857	8	18	19
2858	6	14	18
2859	20	1	24
286	24	3	18
2860	19	2	17
2861	13	25	22
2862	25	24	18
2863	1	6	18
2864	25	14	7
2865	2	19	6
2866	2	26	24
2868	23	22	18
2869	20	1	18
287	2	18	19
2870	19	2	18
2871	7	20	18
2872	25	7	9
2873	4	13	18
2874	5	18	19
2875	2	18	19
2876	8	9	18
2877	15	18	19
2878	9	4	6
2879	24	6	21
288	17	18	19
2880	8	18	19
2881	9	26	18
2882	18	19	1
2883	18	10	24
2884	19	10	23
2885	8	6	21
2886	25	19	18
2887	4	7	18
2888	8	14	18
2889	14	18	19
289	18	20	19
2890	18	12	14
2891	22	24	18
2892	22	25	18
2893	23	21	18
2894	19	18	1
2895	22	17	23
2896	9	18	19
2897	2	15	18
2898	15	20	18
2899	10	4	18
29	19	8	17
290	17	4	18
2900	10	21	18
2901	10	9	18
2902	9	18	19
2903	21	24	18
2904	17	24	18
2905	15	18	19
2906	1	14	18
2907	20	13	26
2908	25	18	19
2909	25	15	19
291	19	21	24
2910	17	25	18
2911	2	18	24
2912	22	21	19
2913	8	11	14
2914	23	19	16
2915	1	8	16
2916	19	6	18
2917	4	21	3
2918	22	19	18
2919	19	17	18
292	6	18	10
2920	14	22	8
2921	20	25	8
2922	1	18	19
2923	3	14	18
2924	14	5	18
2925	4	7	9
2926	5	14	2
2927	12	21	9
2928	25	1	18
2929	8	1	18
293	14	19	18
2930	24	15	18
2931	25	13	18
2932	7	1	18
2933	9	14	18
2934	15	18	19
2935	9	12	13
2936	12	18	19
2937	15	26	18
2938	4	18	19
2939	9	22	25
294	6	20	11
2940	22	18	19
2941	11	15	21
2942	2	19	12
2943	9	11	18
2944	2	12	18
2945	4	14	18
2946	12	15	18
2947	3	18	19
2948	4	26	3
2949	23	19	22
295	8	3	18
2950	22	12	19
2951	8	11	6
2952	14	18	19
2953	12	5	25
2954	10	18	1
2955	4	26	18
2956	18	7	8
2957	8	1	18
2958	12	5	6
2959	24	4	26
296	23	19	18
2960	15	21	18
2961	18	10	11
2962	8	18	22
2963	8	24	15
2964	2	15	13
2965	8	18	19
2966	20	23	18
2967	2	18	24
2968	12	18	19
2969	2	23	9
297	17	15	18
2970	9	15	11
2971	2	18	19
2972	14	8	18
2973	25	23	18
2974	2	18	19
2975	18	24	19
2976	10	14	18
2977	8	18	19
2978	24	25	18
2979	15	25	18
298	9	6	24
2980	7	8	18
2981	22	18	19
2982	15	18	19
2983	12	18	19
2984	18	6	19
2985	19	25	18
2986	4	15	20
2987	19	18	8
2988	24	12	10
2989	22	4	18
299	8	25	18
2990	18	4	10
2991	25	24	18
2992	18	19	1
2993	18	25	19
2994	4	18	13
2995	1	26	2
2996	8	18	19
2997	8	18	25
2998	6	18	19
2999	24	20	18
3	12	21	19
30	21	3	7
300	23	14	18
3000	3	16	18
3001	12	19	18
3002	18	6	19
3003	23	17	2
3004	25	22	7
3005	8	15	18
3006	1	12	19
3007	9	26	18
3008	18	1	19
3009	10	18	19
301	21	16	12
3010	8	15	18
3011	8	18	11
3012	26	1	18
3013	25	18	19
3014	15	4	25
3015	16	9	14
3016	14	8	18
3017	8	18	19
3018	15	12	18
3019	18	13	19
302	19	2	18
3020	25	14	18
3021	25	7	18
3022	25	15	20
3023	16	25	11
3024	22	24	6
3025	22	25	6
3026	19	25	6
3027	7	11	24
3028	17	18	19
3029	25	12	22
303	12	3	18
3030	1	2	9
3031	6	1	13
3032	13	8	18
3033	24	21	1
3034	12	24	18
3035	7	18	21
3036	5	18	19
3037	8	23	18
3038	22	23	18
3039	5	25	18
304	23	18	24
3040	10	25	15
3041	1	14	10
3042	2	25	18
3043	14	6	18
3044	15	9	8
3045	14	8	18
3046	18	23	19
3047	12	14	7
3048	26	17	9
3049	20	6	18
305	19	6	18
3050	25	26	6
3051	25	21	18
3052	12	10	18
3053	12	26	18
3054	4	18	19
3055	20	18	19
3056	9	6	18
3057	15	19	26
3058	22	23	18
3059	22	11	18
306	14	8	15
3060	2	25	18
3061	25	18	19
3062	10	6	18
3063	2	15	18
3064	23	1	25
3065	18	5	19
3066	10	18	19
3067	8	18	19
3068	2	18	19
3069	15	4	18
307	22	8	18
3070	15	7	18
3071	17	24	23
3072	4	20	18
3073	1	18	19
3074	8	19	18
3075	18	8	10
3076	20	18	4
3077	4	18	26
3078	3	7	18
3079	20	9	5
308	6	8	18
3080	15	19	18
3081	23	2	1
3082	2	18	19
3083	25	22	18
3084	22	25	21
3085	8	4	15
3086	1	11	3
3087	25	7	18
3088	19	18	1
3089	23	15	18
309	14	24	18
3090	23	19	18
3091	2	18	19
3092	19	23	18
3093	19	16	18
3094	9	18	19
3095	12	18	11
3096	15	2	18
3097	8	18	19
3098	13	7	19
3099	21	7	18
31	25	14	18
310	21	18	24
3100	25	12	18
3101	25	18	19
3102	4	19	17
3103	17	18	19
3104	19	22	18
3105	23	1	19
3106	25	8	18
3107	9	18	19
3108	1	21	12
3109	8	22	18
311	21	11	20
3110	25	22	18
3111	17	12	18
3112	21	18	19
3113	12	2	19
3114	4	21	18
3115	25	24	14
3116	17	18	19
3117	8	6	1
3118	25	26	18
3119	22	18	19
312	19	17	13
3120	19	23	26
3121	23	18	4
3122	18	5	19
3123	2	17	18
3124	12	15	23
3125	3	16	18
3126	18	19	26
3127	25	11	18
3128	4	18	19
3129	4	24	23
313	21	9	18
3130	12	8	19
3131	2	16	18
3132	1	2	18
3133	24	4	18
3134	15	6	19
3135	6	9	18
3136	10	25	7
3137	19	2	22
3138	8	18	19
3139	19	18	1
314	11	6	16
3140	26	8	1
3141	12	18	19
3142	15	1	12
3143	18	6	11
3144	22	19	18
3145	19	21	12
3146	20	6	7
3147	25	2	18
3148	1	23	8
3149	23	19	15
315	13	25	18
3150	25	21	18
3151	7	12	18
3152	12	9	23
3153	15	18	19
3154	4	18	9
3155	19	17	9
3156	17	18	19
3157	1	9	21
3158	23	4	7
3159	1	4	18
316	14	6	18
3160	1	18	19
3161	7	18	19
3162	25	26	23
3163	1	6	18
3164	6	24	18
3165	12	2	18
3166	15	18	4
3167	24	22	18
3168	8	18	19
3169	25	9	18
317	19	24	18
3170	21	9	19
3171	15	22	18
3172	17	4	18
3173	25	18	19
3174	25	13	8
3175	4	20	18
3176	6	8	12
3177	12	15	19
3178	19	24	1
3179	25	8	18
318	18	4	19
3180	10	12	18
3181	3	6	18
3182	25	18	19
3183	8	21	18
3184	15	11	18
3185	1	16	18
3186	23	18	19
3187	12	15	18
3188	2	25	23
3189	1	18	19
319	19	23	18
3190	8	1	19
3191	17	19	18
3192	9	25	18
3193	25	8	4
3194	8	18	19
3195	15	19	18
3196	18	4	21
3197	17	19	24
3198	25	24	18
3199	16	26	1
32	15	21	18
320	19	17	18
3200	6	26	18
3201	4	10	1
3202	12	18	19
3203	20	6	9
3204	2	15	12
3205	2	18	19
3206	17	12	23
3207	25	4	18
3208	1	16	18
3209	18	7	19
321	9	19	18
3210	19	18	1
3211	7	18	3
3212	6	20	8
3213	11	2	18
3214	19	4	18
3215	20	1	9
3216	8	19	18
3217	15	18	19
3218	6	19	18
